file,frame,backend,noise_sigma,roi_size,n_gt_daughters,n_pred_daughters,mother_precision,mother_recall,mother_f1,mother_accuracy,mother_iou,daughter_precision,daughter_recall,daughter_f1,daughter_accuracy,daughter_iou,combined_precision,combined_recall,combined_f1,combined_accuracy,combined_iou,daughter_obj_precision,daughter_obj_recall,daughter_obj_f1,daughter_obj_accuracy,tp_objects,fp_objects,fn_objects
Experiment-1327.czi,342,watershed,0.0,full,2,3,0.9385567111943609,1.0,0.9683046214480961,0.9848191450493241,0.9385567111943609,0.8244604316546763,0.33174120712114635,0.4731138404376097,0.9689136524174887,0.3098553467622009,0.9385567111943609,1.0,0.9683046214480961,0.9848191450493241,0.9385567111943609,0.0,0.0,0.0,0.0,0,3,2
Experiment-1327.czi,342,active_contour,0.0,full,2,5,0.9385567111943609,1.0,0.9683046214480961,0.9848191450493241,0.9385567111943609,0.5123315535214849,0.29164857432334634,0.37170263788968827,0.9585190597978321,0.22827687776141384,0.9385567111943609,1.0,0.9683046214480961,0.9848191450493241,0.9385567111943609,0.0,0.0,0.0,0.0,0,5,2
Experiment-1327.czi,342,stardist,0.0,full,2,3,0.9385567111943609,1.0,0.9683046214480961,0.9848191450493241,0.9385567111943609,0.2478793590951932,0.6471269358807352,0.35845426120420104,0.9025453659724759,0.21836385836385835,0.9385567111943609,1.0,0.9683046214480961,0.9848191450493241,0.9385567111943609,0.3333333333333333,0.5,0.4,0.25,1,2,1
Experiment-1327.czi,342,cellpose,0.0,full,2,1,0.9385567111943609,1.0,0.9683046214480961,0.9848191450493241,0.9385567111943609,0.7552447552447552,0.531480677377334,0.623906210177555,0.9730422603824138,0.4533893073218916,0.9385335797905114,1.0,0.9682923108218063,0.9848130556570455,0.9385335797905114,1.0,0.5,0.6666666666666666,0.5,1,0,1
Experiment-1328.czi,0,watershed,0.0,full,2,0,1.0,0.11059513308773933,0.19916372725361492,0.6947738603988604,0.11059513308773933,0.0,0.0,0.0,0.9454415954415955,0.0,1.0,0.11059513308773933,0.19916372725361492,0.6947738603988604,0.11059513308773933,0.0,0.0,0.0,0.0,0,0,2
Experiment-1328.czi,0,active_contour,0.0,full,2,0,1.0,0.11059513308773933,0.19916372725361492,0.6947738603988604,0.11059513308773933,0.0,0.0,0.0,0.9454415954415955,0.0,1.0,0.11059513308773933,0.19916372725361492,0.6947738603988604,0.11059513308773933,0.0,0.0,0.0,0.0,0,0,2
Experiment-1328.czi,0,stardist,0.0,full,2,0,1.0,0.11059513308773933,0.19916372725361492,0.6947738603988604,0.11059513308773933,0.0,0.0,0.0,0.9454415954415955,0.0,1.0,0.11059513308773933,0.19916372725361492,0.6947738603988604,0.11059513308773933,0.0,0.0,0.0,0.0,0,0,2
Experiment-1328.czi,0,cellpose,0.0,full,2,0,1.0,0.11059513308773933,0.19916372725361492,0.6947738603988604,0.11059513308773933,0.0,0.0,0.0,0.9454415954415955,0.0,1.0,0.11059513308773933,0.19916372725361492,0.6947738603988604,0.11059513308773933,0.0,0.0,0.0,0.0,0,0,2
Experiment-1328.czi,70,watershed,0.0,full,3,0,0.0,0.0,0.0,0.6805822649572649,0.0,0.0,0.0,0.0,0.9434472934472935,0.0,0.0,0.0,0.0,0.680324074074074,0.0,0.0,0.0,0.0,0.0,0,0,3
Experiment-1328.czi,70,active_contour,0.0,full,3,0,0.0,0.0,0.0,0.6805822649572649,0.0,0.0,0.0,0.0,0.9434472934472935,0.0,0.0,0.0,0.0,0.680324074074074,0.0,0.0,0.0,0.0,0.0,0,0,3
Experiment-1328.czi,70,stardist,0.0,full,3,0,0.0,0.0,0.0,0.6805822649572649,0.0,0.0,0.0,0.0,0.9434472934472935,0.0,0.0,0.0,0.0,0.680324074074074,0.0,0.0,0.0,0.0,0.0,0,0,3
Experiment-1328.czi,70,cellpose,0.0,full,3,0,0.0,0.0,0.0,0.6805822649572649,0.0,0.0,0.0,0.0,0.9434472934472935,0.0,0.0,0.0,0.0,0.680324074074074,0.0,0.0,0.0,0.0,0.0,0,0,3
Experiment-1328.czi,139,watershed,0.0,full,2,1,0.9832936881119655,0.943496377292391,0.9629840315306163,0.9756677350427351,0.9286106104537262,0.8526466380543634,0.19521781853914183,0.31769722814498935,0.9772079772079773,0.1888466413181242,0.9832936881119655,0.943496377292391,0.9629840315306163,0.9756677350427351,0.9286106104537262,1.0,0.5,0.6666666666666666,0.5,1,0,1
Experiment-1328.czi,139,active_contour,0.0,full,2,4,0.9832936881119655,0.943496377292391,0.9629840315306163,0.9756677350427351,0.9286106104537262,0.12663185378590078,0.2859482476252866,0.17553031064642605,0.9269853988603989,0.09620894864447874,0.9815860141393106,0.9507152525279333,0.9659040351610424,0.9774839743589744,0.9340564783186879,0.25,0.5,0.3333333333333333,0.2,1,3,1
Experiment-1328.czi,139,stardist,0.0,full,2,10,0.9832936881119655,0.943496377292391,0.9629840315306163,0.9756677350427351,0.9286106104537262,0.055581171144737394,0.43432689158205046,0.09855072463768116,0.7840277777777778,0.051829268292682924,0.9819777679947171,0.947185434857613,0.9642678626913257,0.9764512108262108,0.9310011999791308,0.0,0.0,0.0,0.0,0,10,2
